1.000000000000000000e+00,6.995487213134765798e-03,5.711335231128665361e-04,7.869577407836914409e-03,3.289282523927944141e-03,1.486506462097167934e-02,3.176979048778802960e-03,3.395440578460693498e-02,2.972446777034154584e-03
1.000000000000000000e+01,7.246255874633789062e-03,5.722472552446674276e-04,6.854748725891113628e-03,8.814899230076991919e-04,1.410100460052490269e-02,7.295289254682580304e-04,4.060981273651122908e-02,2.175452946359475448e-02
1.000000000000000000e+02,7.877826690673828125e-03,1.076650174959944929e-03,6.530213356018066580e-03,7.584593261695448882e-04,1.440804004669189384e-02,1.381327979301963426e-03,3.332560062408447543e-02,1.567373683546541795e-03
1.000000000000000000e+03,7.474899291992187500e-03,6.902277407611713328e-04,7.193922996520996094e-03,9.742399022696847551e-04,1.466882228851318359e-02,1.191106718559453194e-03,3.412206172943114957e-02,1.657744375060568381e-03
1.000000000000000000e+04,7.556128501892090017e-03,1.112082846960884804e-03,6.417822837829589670e-03,5.271376020059984416e-04,1.397395133972167969e-02,1.544102785421586381e-03,3.257386684417724887e-02,1.579383232295031043e-03
1.000000000000000000e+05,8.982086181640624653e-03,1.250744448606040584e-03,6.660389900207519705e-03,7.811829044222833246e-04,1.564247608184814523e-02,1.009320605936939045e-03,3.427700996398926059e-02,1.030755833566879753e-03
1.000000000000000000e+06,2.854661941528320243e-02,4.423509727566744647e-03,5.953145027160644358e-03,2.264377376722998317e-04,3.449976444244384766e-02,4.534481429384041272e-03,5.930986404418945451e-02,1.967794730885308666e-02
1.000000000000000000e+07,3.126217126846313477e-01,1.974444834143616184e-02,6.240749359130859028e-03,4.479975595417996673e-04,3.188624620437622292e-01,2.004116640032154936e-02,3.382282257080078125e-01,2.006254770144699079e-02
1.000000000000000000e+08,2.974546575546264560e+00,4.750966110084393207e-02,5.791664123535156250e-03,3.602789369619487374e-04,2.980338239669799716e+00,4.763051873325329505e-02,3.008580660820007413e+00,5.315003992076687556e-02
1.260750150000000000e+08,3.409666013717651545e+00,5.121521068053370984e-02,5.881190299987792969e-03,2.521796094046945664e-04,3.415547204017639338e+00,5.139577720636832187e-02,3.433439564704895197e+00,5.228848713338702520e-02
