3.31874,-0.0868163,102.747,1028.03,0.0485209,0.085613,0.995146,3.00797e-06
3.31874,-0.137233,113.807,1138.75,-0.0243472,0.144098,0.989264,3.2867e-06
3.31874,-0.113438,108.587,1086.49,-0.00614103,0.0494355,0.998758,1.66758e-06
3.31874,-0.0843781,102.212,1022.68,0.0486205,0.118943,0.99171,5.96497e-06
3.31874,-0.137099,113.778,1138.45,-0.0400989,0.134492,0.990103,6.21113e-06
3.31874,-0.132584,112.788,1128.54,-0.00665991,0.0492698,0.998763,2.4388e-06
3.31874,-0.0754853,100.261,1003.15,0.0078309,0.0477918,0.998827,5.40413e-06
3.31874,-0.126532,111.46,1115.25,0.0524406,0.0939176,0.994198,6.22316e-06
3.31874,-0.137457,113.857,1139.24,-0.018906,0.0515291,0.998493,4.05462e-06
3.31874,-0.0768236,100.555,1006.09,-0.0202224,0.0530349,0.998388,2.01247e-06
3.31874,-0.0779061,100.792,1008.46,0.034681,0.0627981,0.997423,2.80926e-06
3.31874,-0.0852622,102.406,1024.62,0.0312938,0.138953,0.989804,3.23627e-06
3.31874,-0.113022,108.496,1085.58,-0.019984,0.146851,0.988957,4.43368e-06
3.31874,-0.0992122,105.466,1055.25,-0.0490783,0.117893,0.991813,5.053e-06
3.31874,-0.132348,112.736,1128.02,0.00860244,0.0477915,0.99882,5.55003e-06
3.31874,-0.075288,100.218,1002.72,0.0312239,0.0595059,0.99774,3.3059e-06
3.31874,-0.109052,107.625,1076.86,0.0274472,0.141259,0.989592,2.25892e-06
3.31874,-0.0951076,104.566,1046.24,-0.0410342,0.0660522,0.996972,5.57901e-06
3.31874,-0.104015,106.52,1065.8,0.0135395,0.048328,0.99874,6.12913e-06
3.31874,-0.107256,107.231,1072.92,0.0309108,0.138536,0.989875,1.60171e-06
3.31874,-0.163741,119.623,1196.96,-0.0251302,0.144884,0.98913,4.99817e-06
3.31874,-0.107544,107.294,1073.55,-0.0529109,0.0952425,0.994047,5.65448e-06
3.31874,-0.158386,118.448,1185.2,-0.043572,0.126908,0.990957,3.85283e-06
3.31874,-0.107933,107.38,1074.4,-0.0521738,0.0905126,0.994528,5.48635e-06
3.31874,-0.15219,117.089,1171.59,0.0128048,0.148462,0.988835,3.65244e-06
3.31874,-0.108812,107.573,1076.33,-0.00789015,0.150396,0.988594,4.8054e-06
3.31874,-0.152593,117.177,1172.48,0.0458942,0.122827,0.991366,4.97309e-06
3.31874,-0.156363,118.004,1180.76,-0.0311806,0.142568,0.989294,6.32754e-06
3.31874,-0.166851,120.305,1203.79,-0.0527605,0.0910522,0.994447,6.01434e-06
3.31874,-0.070179,99.0971,991.496,-0.0460594,0.120785,0.99161,1.88925e-06
3.31874,-0.083971,102.123,1021.78,0.0197859,0.145746,0.989124,3.08394e-06
3.31874,-0.161006,119.023,1190.95,-0.0328225,0.138075,0.989878,2.54484e-06
3.31874,-0.169367,120.857,1209.31,-0.00990402,0.0481003,0.998793,5.2766e-06
3.31874,-0.140442,114.511,1145.79,-0.00405833,0.150943,0.988534,4.98926e-06
3.31874,-0.0807952,101.426,1014.81,-0.0443157,0.0741689,0.996261,2.33309e-06
3.31874,-0.106694,107.108,1071.68,0.0515807,0.0980371,0.993845,4.9814e-06
3.31874,-0.127574,111.689,1117.54,0.0397495,0.0656767,0.997049,5.52442e-06
3.31874,-0.147477,116.055,1161.24,-0.0423173,0.12865,0.990787,3.74318e-06
3.31874,-0.102064,106.092,1061.52,0.011368,0.149032,0.988767,4.01238e-06
3.31874,-0.105174,106.774,1068.35,-0.0110794,0.148499,0.988851,2.30674e-06
3.31874,-0.142515,114.966,1150.35,-0.0179256,0.0519516,0.998489,2.52379e-06
3.31874,-0.0695351,98.9559,990.082,-0.00950416,0.0486912,0.998769,4.40665e-06
3.31874,-0.160648,118.944,1190.17,-0.0378836,0.0646326,0.99719,3.54156e-06
3.31874,-0.0910134,103.668,1037.25,-0.0504094,0.0815045,0.995397,6.10907e-06
3.31874,-0.0846522,102.272,1023.28,-0.0190877,0.0520078,0.998464,3.36222e-06
3.31874,-0.0991319,105.449,1055.08,-0.0393102,0.0668232,0.99699,2.68749e-06
3.31874,-0.148158,116.204,1162.74,0.0513788,0.0932643,0.994315,5.15085e-06
3.31874,-0.0738661,99.906,999.593,-0.0480831,0.11825,0.991819,3.88415e-06
3.31874,-0.149524,116.504,1165.74,-0.000495558,0.152134,0.98836,6.19022e-06
3.31874,-0.106138,106.986,1070.46,-0.0139887,0.148429,0.988824,3.73052e-06
3.31874,-0.146563,115.854,1159.24,0.00486334,0.15172,0.988412,6.04155e-06
