1.000000000000000000e+00,7.761335372924805034e-03,6.661918644315366648e-04,7.662105560302734548e-03,8.377599365936160176e-04,1.542344093322753872e-02,1.228445435525912961e-03,3.550648689270019531e-02,1.485279913680513566e-03
1.000000000000000000e+01,8.040785789489746094e-03,9.579309670883752676e-04,8.478260040283203472e-03,2.645259724800629736e-03,1.651904582977294783e-02,2.369171393465542043e-03,4.166419506072997769e-02,1.426588061184455407e-02
1.000000000000000000e+02,7.934260368347167275e-03,5.358444496028522911e-04,6.999278068542480122e-03,9.632655664757208648e-04,1.493353843688964913e-02,1.249387220208301270e-03,3.480215072631835660e-02,1.392673586316369241e-03
1.000000000000000000e+03,8.009219169616698872e-03,5.927668894383768955e-04,7.691097259521484202e-03,7.215539110063445751e-04,1.570031642913818221e-02,6.962558175925628867e-04,3.619019985198974887e-02,1.134170146883659415e-03
1.000000000000000000e+04,9.012293815612793663e-03,3.037669529372955413e-03,7.466316223144531250e-03,9.659260783527221861e-04,1.647861003875732491e-02,3.256881101657645508e-03,3.587534427642822404e-02,3.582861864374353028e-03
1.000000000000000000e+05,8.724284172058106163e-03,1.313250741410773451e-03,7.253742218017578472e-03,7.601007101701549862e-04,1.597802639007568290e-02,1.145225273903018254e-03,3.522202968597411971e-02,1.158327395450215120e-03
1.000000000000000000e+06,3.112361431121826033e-02,4.467614428198748121e-03,6.345868110656738281e-03,6.625545006844292322e-04,3.746948242187499861e-02,4.842876478283136485e-03,6.316001415252685269e-02,1.907913035185760872e-02
1.000000000000000000e+07,3.062281131744384877e-01,1.396695387944577905e-02,6.442046165466308941e-03,4.239763806119492464e-04,3.126701593399047741e-01,1.403497702275149396e-02,3.326158046722412220e-01,1.406293012580398828e-02
1.000000000000000000e+08,3.150192451477050959e+00,3.067368258084802179e-01,6.641459465026855295e-03,6.567067408727965535e-04,3.156833910942077548e+00,3.067284530727014125e-01,3.183541727066040217e+00,3.032265124148310620e-01
1.260750150000000000e+08,3.477332091331482022e+00,8.091758056308319402e-02,5.998325347900390452e-03,2.957059376917696653e-04,3.483330416679382147e+00,8.092037697654881623e-02,3.502567410469055176e+00,8.114141915881727118e-02
