1.000000000000000000e+02,5.379366874694824392e-03,1.470494670800758614e-03,7.133984565734862934e-03,1.270902684326721344e-03,1.251335144042968819e-02,1.270302748866069045e-03,3.273172378540038785e-02,1.836935092956408890e-03,4.429817199707031250e-04,0.000000000000000000e+00,6.270408630371093750e-05,0.000000000000000000e+00
1.000000000000000000e+03,5.980229377746582378e-03,1.008639019990589022e-03,6.986379623413085938e-03,1.097415634347587068e-03,1.296660900115966832e-02,1.799213457971890256e-03,3.992583751678466936e-02,2.087220482526368215e-02,4.034042358398437500e-04,0.000000000000000000e+00,6.580352783203125000e-05,0.000000000000000000e+00
1.000000000000000000e+04,5.863595008850097830e-03,1.061579118283193781e-03,7.274913787841797048e-03,1.299037795214063283e-03,1.313850879669189488e-02,1.814752537586757000e-03,3.300058841705322266e-02,2.099916389707389038e-03,9.529590606689453125e-04,0.000000000000000000e+00,5.645751953125000000e-04,0.000000000000000000e+00
1.000000000000000000e+05,9.622263908386229775e-03,1.018165731412982175e-03,6.968498229980468750e-03,9.889746297512382392e-04,1.659076213836669852e-02,9.026643719681950312e-04,3.600223064422607144e-02,1.721457997662386536e-03,1.223421096801757812e-02,0.000000000000000000e+00,5.369424819946289062e-03,0.000000000000000000e+00
1.000000000000000000e+06,3.812997341156006137e-02,5.084957724516678615e-03,4.359340667724609722e-03,2.344339034076195830e-04,4.248931407928466936e-02,5.213813175929732022e-03,5.781762599945068637e-02,6.419231248241188091e-03,1.381905078887939453e-01,0.000000000000000000e+00,5.994057655334472656e-02,0.000000000000000000e+00
5.000000000000000000e+06,1.765948534011840820e-01,5.226461457608148377e-03,5.535721778869628906e-03,1.018329829356359739e-03,1.821305751800537109e-01,5.450658888121720849e-03,1.980848550796508734e-01,5.348455026911753431e-03,6.883745193481445312e-01,0.000000000000000000e+00,2.943878173828125000e-01,0.000000000000000000e+00
1.000000000000000000e+07,3.525618553161621316e-01,7.782342639029687925e-03,7.641935348510741841e-03,6.916217590106939336e-04,3.602037906646728405e-01,7.504862332397790881e-03,3.838918209075927734e-01,2.276844864533082019e-02,1.380571126937866211e+00,0.000000000000000000e+00,5.967006683349609375e-01,0.000000000000000000e+00
2.000000000000000000e+07,7.133808135986328125e-01,8.704006478718693401e-03,1.208403110504150356e-02,2.607343978661586805e-04,7.254648447036743386e-01,8.698716708257262301e-03,7.580921649932861328e-01,8.820009315865696628e-03,2.763575792312622070e+00,0.000000000000000000e+00,1.184096336364746094e+00,0.000000000000000000e+00
5.000000000000000000e+07,1.730930209159851074e+00,4.070750099883186507e-02,2.561240196228027274e-02,4.063536599293323488e-04,1.756542611122131392e+00,4.056296501379853120e-02,1.833364105224609464e+00,4.080734305951711632e-02,6.924837589263916016e+00,0.000000000000000000e+00,2.976037263870239258e+00,0.000000000000000000e+00
7.000000000000000000e+07,2.702111005783081055e+00,4.188651357099439781e-02,3.405299186706543108e-02,1.046013504676297215e-03,2.736163997650146396e+00,4.108401592445438261e-02,2.842114925384521484e+00,4.087228119168410251e-02,9.711073875427246094e+00,0.000000000000000000e+00,4.194129705429077148e+00,0.000000000000000000e+00
1.000000000000000000e+08,3.500669932365417569e+00,5.951799698332510546e-02,4.793405532836914062e-02,1.064564158877104446e-03,3.548603987693786710e+00,5.895594635631224573e-02,3.700334048271179288e+00,5.911123212455281911e-02,1.376753926277160645e+01,0.000000000000000000e+00,5.917808771133422852e+00,0.000000000000000000e+00
1.288766820000000000e+08,4.097203540802001775e+00,4.283201344440182301e-02,6.092998981475829939e-02,1.414530053602526712e-03,4.158133530616760609e+00,4.182513261674003502e-02,4.352927947044372914e+00,4.172059474395536927e-02,1.756928181648254395e+01,0.000000000000000000e+00,7.633537530899047852e+00,0.000000000000000000e+00
