1.000000000000000000e+02,6.719827651977539062e-03,6.731271743774414062e-03,1.345109939575195312e-02,3.469848632812500000e-02,4.606246948242187500e-04,2.603054046630859375e-03
1.000000000000000000e+02,9.856462478637695312e-03,6.725549697875976562e-03,1.658201217651367188e-02,3.642201423645019531e-02,4.606246948242187500e-04,2.603054046630859375e-03
1.000000000000000000e+02,4.546880722045898438e-03,6.648063659667968750e-03,1.119494438171386719e-02,3.308939933776855469e-02,4.606246948242187500e-04,2.603054046630859375e-03
1.000000000000000000e+02,5.458116531372070312e-03,6.792306900024414062e-03,1.225042343139648438e-02,3.279352188110351562e-02,4.606246948242187500e-04,2.603054046630859375e-03
1.000000000000000000e+02,7.068157196044921875e-03,6.788969039916992188e-03,1.385712623596191406e-02,3.446030616760253906e-02,4.606246948242187500e-04,2.603054046630859375e-03
1.000000000000000000e+02,4.365205764770507812e-03,6.788730621337890625e-03,1.115393638610839844e-02,3.503704071044921875e-02,4.606246948242187500e-04,2.603054046630859375e-03
1.000000000000000000e+02,5.197048187255859375e-03,6.644964218139648438e-03,1.184201240539550781e-02,3.250098228454589844e-02,4.606246948242187500e-04,2.603054046630859375e-03
1.000000000000000000e+02,3.977298736572265625e-03,6.873846054077148438e-03,1.085114479064941406e-02,3.219747543334960938e-02,4.606246948242187500e-04,2.603054046630859375e-03
1.000000000000000000e+02,4.663228988647460938e-03,6.510019302368164062e-03,1.117324829101562500e-02,3.234720230102539062e-02,4.606246948242187500e-04,2.603054046630859375e-03
1.000000000000000000e+02,4.988431930541992188e-03,6.751775741577148438e-03,1.174020767211914062e-02,3.043222427368164062e-02,4.606246948242187500e-04,2.603054046630859375e-03
1.000000000000000000e+03,4.710674285888671875e-03,6.711959838867187500e-03,1.142263412475585938e-02,3.313136100769042969e-02,3.759860992431640625e-04,7.319450378417968750e-05
1.000000000000000000e+03,5.363702774047851562e-03,6.785154342651367188e-03,1.214885711669921875e-02,3.339743614196777344e-02,3.759860992431640625e-04,7.319450378417968750e-05
1.000000000000000000e+03,4.272222518920898438e-03,6.680488586425781250e-03,1.095271110534667969e-02,3.220534324645996094e-02,3.759860992431640625e-04,7.319450378417968750e-05
1.000000000000000000e+03,3.869056701660156250e-03,4.500865936279296875e-03,8.369922637939453125e-03,2.705383300781250000e-02,3.759860992431640625e-04,7.319450378417968750e-05
1.000000000000000000e+03,5.174398422241210938e-03,6.777763366699218750e-03,1.195216178894042969e-02,3.603792190551757812e-02,3.759860992431640625e-04,7.319450378417968750e-05
1.000000000000000000e+03,5.919218063354492188e-03,6.961584091186523438e-03,1.288080215454101562e-02,3.460383415222167969e-02,3.759860992431640625e-04,7.319450378417968750e-05
1.000000000000000000e+03,4.556894302368164062e-03,6.589651107788085938e-03,1.114654541015625000e-02,8.352613449096679688e-02,3.759860992431640625e-04,7.319450378417968750e-05
1.000000000000000000e+03,5.042552947998046875e-03,7.169485092163085938e-03,1.221203804016113281e-02,3.218197822570800781e-02,3.759860992431640625e-04,7.319450378417968750e-05
1.000000000000000000e+03,4.327058792114257812e-03,6.801366806030273438e-03,1.112842559814453125e-02,3.233504295349121094e-02,3.759860992431640625e-04,7.319450378417968750e-05
1.000000000000000000e+03,6.045103073120117188e-03,6.866693496704101562e-03,1.291179656982421875e-02,3.282976150512695312e-02,3.759860992431640625e-04,7.319450378417968750e-05
1.000000000000000000e+04,5.468130111694335938e-03,6.793022155761718750e-03,1.226115226745605469e-02,3.246474266052246094e-02,9.994506835937500000e-04,6.248950958251953125e-04
1.000000000000000000e+04,4.051208496093750000e-03,6.758451461791992188e-03,1.080965995788574219e-02,3.243446350097656250e-02,9.994506835937500000e-04,6.248950958251953125e-04
1.000000000000000000e+04,4.411935806274414062e-03,6.821393966674804688e-03,1.123332977294921875e-02,3.237581253051757812e-02,9.994506835937500000e-04,6.248950958251953125e-04
1.000000000000000000e+04,4.047155380249023438e-03,6.750345230102539062e-03,1.079750061035156250e-02,3.424501419067382812e-02,9.994506835937500000e-04,6.248950958251953125e-04
1.000000000000000000e+04,5.416631698608398438e-03,6.806850433349609375e-03,1.222348213195800781e-02,3.233408927917480469e-02,9.994506835937500000e-04,6.248950958251953125e-04
1.000000000000000000e+04,5.237102508544921875e-03,6.932497024536132812e-03,1.216959953308105469e-02,3.319239616394042969e-02,9.994506835937500000e-04,6.248950958251953125e-04
1.000000000000000000e+04,5.451917648315429688e-03,6.699085235595703125e-03,1.215100288391113281e-02,3.321599960327148438e-02,9.994506835937500000e-04,6.248950958251953125e-04
1.000000000000000000e+04,5.617856979370117188e-03,6.865978240966796875e-03,1.248383522033691406e-02,3.785181045532226562e-02,9.994506835937500000e-04,6.248950958251953125e-04
1.000000000000000000e+04,5.589485168457031250e-03,6.783485412597656250e-03,1.237297058105468750e-02,3.260922431945800781e-02,9.994506835937500000e-04,6.248950958251953125e-04
1.000000000000000000e+04,4.632711410522460938e-03,6.721258163452148438e-03,1.135396957397460938e-02,3.273439407348632812e-02,9.994506835937500000e-04,6.248950958251953125e-04
1.000000000000000000e+05,9.307146072387695312e-03,6.744146347045898438e-03,1.605129241943359375e-02,3.460335731506347656e-02,1.148128509521484375e-02,5.916833877563476562e-03
1.000000000000000000e+05,1.006770133972167969e-02,6.739377975463867188e-03,1.680707931518554688e-02,3.620266914367675781e-02,1.148128509521484375e-02,5.916833877563476562e-03
1.000000000000000000e+05,8.128643035888671875e-03,1.376008987426757812e-02,2.188873291015625000e-02,3.804421424865722656e-02,1.148128509521484375e-02,5.916833877563476562e-03
1.000000000000000000e+05,4.962444305419921875e-03,6.693363189697265625e-03,1.165580749511718750e-02,3.223562240600585938e-02,1.148128509521484375e-02,5.916833877563476562e-03
1.000000000000000000e+05,9.813070297241210938e-03,6.750583648681640625e-03,1.656365394592285156e-02,3.806519508361816406e-02,1.148128509521484375e-02,5.916833877563476562e-03
1.000000000000000000e+05,8.051633834838867188e-03,4.309415817260742188e-03,1.236104965209960938e-02,2.984952926635742188e-02,1.148128509521484375e-02,5.916833877563476562e-03
