1.000000000000000000e+02,6.343483924865722656e-03,8.245791350288984162e-04,1.375427246093749965e-02,2.378523445087570107e-03,2.009775638580322404e-02,2.354408096112240670e-03,2.377758264541625921e-01,4.907336294760899706e-03,5.922317504882812500e-04,0.000000000000000000e+00,2.328395843505859375e-03,0.000000000000000000e+00
1.000000000000000000e+03,5.233812332153320486e-03,5.105822441273395306e-04,1.201331615447998047e-02,6.999023397764869703e-04,1.724712848663330009e-02,7.854247322586405036e-04,2.153216123580932728e-01,4.195346386348174778e-03,5.118846893310546875e-04,0.000000000000000000e+00,8.320808410644531250e-05,0.000000000000000000e+00
1.000000000000000000e+04,5.931138992309570312e-03,7.612941405554132616e-04,1.250035762786865304e-02,1.532375234730044096e-03,1.843149662017822335e-02,1.996502766472878915e-03,2.093734264373779408e-01,7.487387610003191918e-03,1.061677932739257812e-03,0.000000000000000000e+00,6.868839263916015625e-04,0.000000000000000000e+00
1.000000000000000000e+05,1.175241470336913993e-02,2.278427156393462820e-03,1.194200515747070347e-02,1.035567453291695887e-03,2.369441986083984514e-02,2.671726159308546091e-03,2.137422800064086859e-01,5.676493337121660786e-03,1.477241516113281250e-02,0.000000000000000000e+00,6.612062454223632812e-03,0.000000000000000000e+00
1.000000000000000000e+06,6.507792472839354914e-02,1.064575258513857092e-02,1.375234127044677734e-02,2.060463099733450022e-03,7.883026599884032648e-02,1.092637418463432257e-02,2.650695562362671009e-01,1.098888931850365396e-02,1.619851589202880859e-01,0.000000000000000000e+00,6.536960601806640625e-02,0.000000000000000000e+00
5.000000000000000000e+06,3.498830556869506614e-01,1.771823806449566649e-02,2.419407367706298898e-02,1.251026532515870726e-03,3.740771293640136608e-01,1.787778217909754067e-02,1.165267467498779297e+00,3.859795767522131160e-02,8.073496818542480469e-01,0.000000000000000000e+00,3.531699180603027344e-01,0.000000000000000000e+00
1.000000000000000000e+07,7.021257162094116655e-01,3.774607878360713292e-02,3.905923366546630582e-02,2.320511966052213847e-03,7.411849498748779297e-01,3.632988469041597418e-02,2.070919013023376554e+00,5.253390286036913742e-02,1.608594894409179688e+00,0.000000000000000000e+00,6.892285346984863281e-01,0.000000000000000000e+00
2.000000000000000000e+07,1.365148925781249911e+00,7.076958920615371296e-02,7.986440658569335382e-02,7.919729702575142513e-03,1.445013332366943404e+00,7.347505040781776575e-02,3.872613453865051181e+00,8.470803263472408140e-02,3.218977212905883789e+00,0.000000000000000000e+00,1.333420038223266602e+00,0.000000000000000000e+00
5.000000000000000000e+07,2.735212516784668146e+00,2.413456547856436263e-01,1.461127042770385687e-01,2.269883262924270347e-03,2.881325221061706632e+00,2.419598950543579152e-01,8.083352947235107777e+00,2.776727314802744928e-01,8.022135734558105469e+00,0.000000000000000000e+00,3.154501676559448242e+00,0.000000000000000000e+00
7.000000000000000000e+07,4.096358442306518910e+00,2.580541325557482168e-01,2.087049245834350641e-01,2.154027351481458546e-02,4.305063366889953613e+00,2.630280459120442060e-01,1.139082920551300049e+01,2.186870386398741262e-01,1.123456549644470215e+01,0.000000000000000000e+00,4.350131034851074219e+00,0.000000000000000000e+00
9.338890000000000000e+07,5.353220438957214000e+00,7.201127124171275984e-01,2.521309375762939564e-01,1.136119890855514722e-02,5.605351376533508123e+00,7.250460039875371576e-01,1.489804267883300781e+01,7.651046154746731220e-01,1.754885315895080566e+01,0.000000000000000000e+00,5.846980094909667969e+00,0.000000000000000000e+00
