1.000000000000000000e+00,1.487250328063964913e-02,5.388286113739013811e-02,3.271118640899658425e-01
1.000000000000000000e+01,1.740779876708984514e-02,5.722391605377197266e-02,4.066138505935669167e-01
1.000000000000000000e+02,1.144495010375976528e-02,4.379270076751708846e-02,3.513174295425415261e-01
1.000000000000000000e+03,1.494371891021728516e-02,4.020843505859374861e-02,2.885504722595214622e-01
1.000000000000000000e+04,1.437222957611083984e-02,4.049723148345947543e-02,2.714618921279907116e-01
1.000000000000000000e+05,1.394636631011962960e-02,3.705296516418456892e-02,2.617035388946533092e-01
1.000000000000000000e+06,5.109896659851074358e-02,7.809872627258300504e-02,3.104497432708740456e-01
1.000000000000000000e+07,4.703824043273925892e-01,4.937472343444824219e-01,7.428196907043457253e-01
1.867778000000000000e+07,1.332940936088562012e+00,1.373798704147338956e+00,1.671789455413818404e+00
1.867778000000000000e+07,1.794067645072936923e+00,1.843446326255798295e+00,2.176017451286315740e+00
