1.000000000000000000e+00,1.328020095825195243e-02,5.482397079467773299e-02,4.143856287002563588e-01
1.000000000000000000e+01,1.793780326843261858e-02,6.377453804016113004e-02,4.645961999893188366e-01
1.000000000000000000e+02,1.321196556091308594e-02,5.001409053802489957e-02,3.754882335662841908e-01
1.000000000000000000e+03,7.354116439819336284e-03,3.858494758605957031e-02,3.440378904342651367e-01
1.000000000000000000e+04,1.188929080963134835e-02,5.004456043243408342e-02,3.792026758193969838e-01
1.000000000000000000e+05,1.822953224182128837e-02,5.017707347869872908e-02,4.061162471771240234e-01
1.000000000000000000e+06,7.253963947296142301e-02,1.149224996566772516e-01,4.633973598480224387e-01
1.000000000000000000e+07,5.749092102050781250e-01,6.167819499969482422e-01,9.539184331893920676e-01
1.867778000000000000e+07,1.226905560493469327e+00,1.274956178665161088e+00,1.649126148223877042e+00
1.867778000000000000e+07,1.694695234298706055e+00,1.746000123023986772e+00,2.069874024391174405e+00
