1.000000000000000000e+00,1.256394386291503906e-02,2.742242813110351562e-02,3.998637199401855469e-02,2.255797386169433594e-01
1.000000000000000000e+00,3.050446510314941406e-02,2.617335319519042969e-02,5.667781829833984375e-02,2.737693786621093750e-01
1.000000000000000000e+00,7.843017578125000000e-03,4.753208160400390625e-02,5.537509918212890625e-02,2.805821895599365234e-01
1.000000000000000000e+00,1.059985160827636719e-02,2.869224548339843750e-02,3.929209709167480469e-02,2.544677257537841797e-01
1.000000000000000000e+00,1.779842376708984375e-02,2.362132072448730469e-02,4.141974449157714844e-02,2.414538860321044922e-01
1.000000000000000000e+00,4.624128341674804688e-03,1.835799217224121094e-02,2.298212051391601562e-02,2.190003395080566406e-01
1.000000000000000000e+00,1.416945457458496094e-02,2.021503448486328125e-02,3.438448905944824219e-02,2.223737239837646484e-01
1.000000000000000000e+00,4.246234893798828125e-03,1.941442489624023438e-02,2.366065979003906250e-02,2.217164039611816406e-01
1.000000000000000000e+00,6.932497024536132812e-03,1.908373832702636719e-02,2.601623535156250000e-02,2.197980880737304688e-01
1.000000000000000000e+00,1.222348213195800781e-02,3.049492835998535156e-02,4.271841049194335938e-02,2.256243228912353516e-01
1.000000000000000000e+01,3.698825836181640625e-03,4.189825057983398438e-02,4.559707641601562500e-02,3.108325004577636719e-01
1.000000000000000000e+01,9.604692459106445312e-03,3.224849700927734375e-02,4.185318946838378906e-02,2.864861488342285156e-01
1.000000000000000000e+01,1.040267944335937500e-02,2.676582336425781250e-02,3.716850280761718750e-02,2.629063129425048828e-01
1.000000000000000000e+01,1.131963729858398438e-02,2.414059638977050781e-02,3.546023368835449219e-02,2.510943412780761719e-01
1.000000000000000000e+01,7.710456848144531250e-03,3.472256660461425781e-02,4.243302345275878906e-02,2.781670093536376953e-01
1.000000000000000000e+01,3.565549850463867188e-03,1.795434951782226562e-02,2.151989936828613281e-02,2.602384090423583984e-01
1.000000000000000000e+01,6.960868835449218750e-03,3.213191032409667969e-02,3.909277915954589844e-02,2.577929496765136719e-01
1.000000000000000000e+01,2.344870567321777344e-02,2.823710441589355469e-02,5.168581008911132812e-02,2.897143363952636719e-01
1.000000000000000000e+01,1.292729377746582031e-02,3.941297531127929688e-02,5.234026908874511719e-02,3.084294795989990234e-01
1.000000000000000000e+01,5.794286727905273438e-03,2.293181419372558594e-02,2.872610092163085938e-02,3.197960853576660156e-01
1.000000000000000000e+02,2.830719947814941406e-02,2.319121360778808594e-02,5.149841308593750000e-02,2.938773632049560547e-01
1.000000000000000000e+02,6.003618240356445312e-03,4.466080665588378906e-02,5.066442489624023438e-02,2.648420333862304688e-01
1.000000000000000000e+02,2.771043777465820312e-02,2.552294731140136719e-02,5.323338508605957031e-02,2.880344390869140625e-01
1.000000000000000000e+02,1.051735877990722656e-02,2.498340606689453125e-02,3.550076484680175781e-02,2.249534130096435547e-01
1.000000000000000000e+02,8.388042449951171875e-03,1.390123367309570312e-02,2.228927612304687500e-02,2.167878150939941406e-01
1.000000000000000000e+02,1.968669891357421875e-02,1.455950736999511719e-02,3.424620628356933594e-02,2.311625480651855469e-01
1.000000000000000000e+02,1.184821128845214844e-02,3.039717674255371094e-02,4.224538803100585938e-02,2.155709266662597656e-01
1.000000000000000000e+02,1.118206977844238281e-02,2.071785926818847656e-02,3.189992904663085938e-02,2.204687595367431641e-01
1.000000000000000000e+02,8.641719818115234375e-03,1.496386528015136719e-02,2.360558509826660156e-02,2.278227806091308594e-01
1.000000000000000000e+02,1.160979270935058594e-02,1.520705223083496094e-02,2.681684494018554688e-02,2.360882759094238281e-01
1.000000000000000000e+03,9.120225906372070312e-03,2.325701713562011719e-02,3.237724304199218750e-02,2.161889076232910156e-01
1.000000000000000000e+03,1.144671440124511719e-02,1.772737503051757812e-02,2.917408943176269531e-02,2.283067703247070312e-01
