1.000000000000000000e+00,7.442069053649902170e-03,1.497583389282226493e-02,3.410527706146240096e-02
1.000000000000000000e+01,7.941651344299315712e-03,1.470768451690673828e-02,3.849568367004394670e-02
1.000000000000000000e+02,7.987022399902343750e-03,1.472015380859375069e-02,3.533568382263183733e-02
1.000000000000000000e+03,8.125090599060058247e-03,1.486294269561767509e-02,3.420481681823730330e-02
1.000000000000000000e+04,7.622385025024413716e-03,1.373658180236816441e-02,3.255274295806884904e-02
1.000000000000000000e+05,8.861255645751953819e-03,1.509747505187988316e-02,3.381285667419433455e-02
1.000000000000000000e+06,2.953937053680420061e-02,3.500454425811767856e-02,5.411529541015625000e-02
1.000000000000000000e+07,3.060736894607544167e-01,3.115608215332031361e-01,3.305804014205932506e-01
1.000000000000000000e+08,3.030361366271972834e+00,3.036045384407043635e+00,3.060492014884948819e+00
1.008124920000000000e+08,3.068795824050903231e+00,3.074363160133361639e+00,3.092192912101745517e+00
