1.000000000000000000e+00,7.772684097290039062e-03,7.086277008056640625e-03,1.485896110534667969e-02,3.382849693298339844e-02
1.000000000000000000e+00,8.332490921020507812e-03,8.693695068359375000e-03,1.702618598937988281e-02,3.744459152221679688e-02
1.000000000000000000e+00,7.265329360961914062e-03,6.769895553588867188e-03,1.403522491455078125e-02,3.295063972473144531e-02
1.000000000000000000e+00,7.690429687500000000e-03,7.441520690917968750e-03,1.513195037841796875e-02,3.575444221496582031e-02
1.000000000000000000e+00,8.487939834594726562e-03,6.909847259521484375e-03,1.539778709411621094e-02,3.589248657226562500e-02
1.000000000000000000e+00,8.090019226074218750e-03,7.259845733642578125e-03,1.534986495971679688e-02,3.580427169799804688e-02
1.000000000000000000e+00,7.072448730468750000e-03,8.145570755004882812e-03,1.521801948547363281e-02,3.569507598876953125e-02
1.000000000000000000e+00,6.428956985473632812e-03,6.748199462890625000e-03,1.317715644836425781e-02,3.366732597351074219e-02
1.000000000000000000e+00,8.748054504394531250e-03,8.299350738525390625e-03,1.704740524291992188e-02,3.760337829589843750e-02
1.000000000000000000e+00,7.725000381469726562e-03,9.266853332519531250e-03,1.699185371398925781e-02,3.642416000366210938e-02
1.000000000000000000e+01,8.248090744018554688e-03,8.804321289062500000e-03,1.705241203308105469e-02,3.808212280273437500e-02
1.000000000000000000e+01,8.302450180053710938e-03,6.547212600708007812e-03,1.484966278076171875e-02,3.561615943908691406e-02
1.000000000000000000e+01,7.018089294433593750e-03,1.583600044250488281e-02,2.285408973693847656e-02,4.364180564880371094e-02
1.000000000000000000e+01,6.999492645263671875e-03,8.035898208618164062e-03,1.503539085388183594e-02,3.587102890014648438e-02
1.000000000000000000e+01,1.047801971435546875e-02,6.636857986450195312e-03,1.711487770080566406e-02,3.805398941040039062e-02
1.000000000000000000e+01,7.685899734497070312e-03,8.823394775390625000e-03,1.650929450988769531e-02,3.725981712341308594e-02
1.000000000000000000e+01,7.752656936645507812e-03,8.504152297973632812e-03,1.625680923461914062e-02,3.546357154846191406e-02
1.000000000000000000e+01,8.515834808349609375e-03,6.485462188720703125e-03,1.500129699707031250e-02,8.372688293457031250e-02
1.000000000000000000e+01,7.295846939086914062e-03,6.410360336303710938e-03,1.370620727539062500e-02,3.297734260559082031e-02
1.000000000000000000e+01,8.111476898193359375e-03,8.698940277099609375e-03,1.681041717529296875e-02,3.594923019409179688e-02
1.000000000000000000e+02,7.761001586914062500e-03,6.523370742797851562e-03,1.428437232971191406e-02,3.346610069274902344e-02
1.000000000000000000e+02,8.357763290405273438e-03,6.192684173583984375e-03,1.455044746398925781e-02,3.376698493957519531e-02
1.000000000000000000e+02,8.256435394287109375e-03,8.850097656250000000e-03,1.710653305053710938e-02,3.631591796875000000e-02
