1.000000000000000000e+00,9.961915016174317100e-03,2.198728194387742935e-03,2.244787216186523368e-02,2.086290409530625750e-03,3.240978717803955078e-02,3.375792673762959342e-03,2.425981998443603460e-01,7.908337020784450208e-03
1.000000000000000000e+01,1.219849586486816337e-02,3.521772228762302774e-03,2.201750278472900529e-02,2.158538025164547739e-03,3.421599864959716519e-02,3.300209066799152276e-03,4.474991083145141713e-01,6.651415837907500260e-03
1.000000000000000000e+02,1.330876350402832031e-02,2.728708055968594171e-03,2.552909851074218819e-02,4.110314411461274235e-03,3.883786201477050504e-02,5.591050007920612269e-03,2.847047805786132590e-01,8.783099037864101552e-03
1.000000000000000000e+03,1.218564510345459054e-02,2.093761647513635565e-03,2.458498477935790877e-02,3.932707426721662909e-03,3.677062988281250278e-02,5.154797247562664837e-03,2.720351696014404186e-01,8.044482407199963353e-03
1.000000000000000000e+04,9.403371810913085591e-03,1.062414425495543336e-03,2.270753383636474679e-02,1.535818927571736860e-03,3.211090564727783064e-02,1.895138674867801604e-03,2.608412265777587669e-01,4.339136741472076828e-03
1.000000000000000000e+05,1.419322490692138602e-02,3.023522800199921357e-03,2.126145362854003906e-02,1.085283755205953583e-03,3.545467853546142856e-02,3.645764366520664636e-03,2.620610237121582253e-01,2.939712160480961994e-03
1.000000000000000000e+06,6.890137195587157926e-02,8.954118114663199568e-03,2.248513698577880859e-02,2.739094211212957358e-03,9.138650894165038785e-02,9.336788439389929334e-03,3.181421995162964089e-01,8.314054245103140450e-03
1.000000000000000000e+07,7.365919589996338113e-01,3.044864517463465037e-02,2.821996212005615373e-02,3.655705047921579010e-03,7.648119211196899858e-01,3.043805539291523365e-02,9.904547452926635298e-01,2.956836535837384372e-02
1.000000000000000000e+08,5.238490581512451172e+00,3.018221298028601618e-01,3.078634738922119210e-02,6.637833572400650417e-03,5.269276928901672541e+00,3.057413508506793276e-01,5.486838078498839977e+00,3.113340231505518640e-01
1.260750150000000000e+08,2.583485951423644877e+01,1.169676444572766982e+01,7.533042430877685824e-02,9.003456539593701624e-02,2.591018993854522634e+01,1.174075606726730392e+01,2.627955145835876394e+01,1.194590926693923549e+01
