1.000000000000000000e+00,1.186690330505371128e-02,3.073239639341191279e-03,2.685499191284179688e-02,7.183594441627508612e-03,3.872189521789550642e-02,8.770334489025607624e-03,2.517633914947509655e-01,2.882455978430202570e-02
1.000000000000000000e+01,1.001436710357666085e-02,3.061314695004591947e-03,2.225673198699951172e-02,2.992755364330227166e-03,3.227109909057616910e-02,5.301154271759558195e-03,4.575532436370849387e-01,8.747694175232335889e-03
1.000000000000000000e+02,1.152641773223877023e-02,3.190992274774689247e-03,2.335183620452880790e-02,3.527132892960538509e-03,3.487825393676757812e-02,5.357733629862340176e-03,2.756239175796508789e-01,1.154293920088645016e-02
1.000000000000000000e+03,1.136536598205566476e-02,1.264379284897633416e-03,2.535207271575927804e-02,6.373879100145307675e-03,3.671743869781494279e-02,7.130504866362929496e-03,2.590030670166015847e-01,9.683735977590174349e-03
1.000000000000000000e+04,9.306883811950683941e-03,1.035938429979061607e-03,2.045457363128662040e-02,6.444069876132972781e-04,2.976145744323730608e-02,1.221241907524503109e-03,2.438040494918823353e-01,6.420434535208666485e-03
1.000000000000000000e+05,1.321377754211425747e-02,3.562544243648639412e-03,2.178108692169189453e-02,2.310932601153851008e-03,3.499486446380615373e-02,4.265021645094067490e-03,2.455394268035888672e-01,3.859614616345057817e-03
1.000000000000000000e+06,6.397457122802734097e-02,1.695239185853497643e-02,2.272622585296630790e-02,2.888057689691141301e-03,8.670079708099365234e-02,1.796643894285079174e-02,3.043805360794067383e-01,2.071870461864528876e-02
1.000000000000000000e+07,6.998041629791259544e-01,8.162834656999544414e-02,2.496170997619628906e-02,4.383107045826144764e-03,7.247658729553222434e-01,8.353530704855255395e-02,9.364769220352172630e-01,8.388461800051615069e-02
1.000000000000000000e+08,5.043791103363036932e+00,1.334706582768351857e-01,2.757761478424072127e-02,2.215965526069220166e-03,5.071368718147278187e+00,1.337815959028055557e-01,5.275412845611572088e+00,1.312415839988677058e-01
1.260750150000000000e+08,1.652421779632568288e+01,7.573938014476752301e+00,8.657274246215820868e-02,1.083303014534238301e-01,1.661079053878784251e+01,7.566845701510575672e+00,1.680896320343017436e+01,7.561073373962662991e+00
