1.000000000000000000e+00,1.022815704345703125e-04,1.720881462097167969e-02,3.823328018188476562e-02,5.544209480285644531e-02,3.030042648315429688e-01
1.000000000000000000e+00,1.273155212402343750e-04,9.088516235351562500e-03,2.095198631286621094e-02,3.004050254821777344e-02,2.790815830230712891e-01
1.000000000000000000e+00,1.211166381835937500e-04,8.509397506713867188e-03,2.682709693908691406e-02,3.533649444580078125e-02,2.413356304168701172e-01
1.000000000000000000e+00,8.273124694824218750e-05,1.117610931396484375e-02,3.309011459350585938e-02,4.426622390747070312e-02,2.413308620452880859e-01
1.000000000000000000e+00,9.751319885253906250e-05,9.351491928100585938e-03,2.562475204467773438e-02,3.497624397277832031e-02,2.329607009887695312e-01
1.000000000000000000e+00,9.655952453613281250e-05,9.332418441772460938e-03,4.610705375671386719e-02,5.543947219848632812e-02,2.579138278961181641e-01
1.000000000000000000e+00,8.654594421386718750e-05,1.257252693176269531e-02,3.154683113098144531e-02,4.411935806274414062e-02,2.583560943603515625e-01
1.000000000000000000e+00,8.368492126464843750e-05,1.349949836730957031e-02,1.750946044921875000e-02,3.100895881652832031e-02,2.582054138183593750e-01
1.000000000000000000e+00,8.106231689453125000e-05,4.838943481445312500e-03,2.515959739685058594e-02,2.999854087829589844e-02,2.421200275421142578e-01
1.000000000000000000e+00,1.451969146728515625e-04,6.887435913085937500e-03,2.045392990112304688e-02,2.734136581420898438e-02,2.578983306884765625e-01
1.000000000000000000e+01,1.230239868164062500e-04,7.375717163085937500e-03,2.348399162292480469e-02,3.085970878601074219e-02,3.059089183807373047e-01
1.000000000000000000e+01,1.838207244873046875e-04,4.781484603881835938e-03,2.176642417907714844e-02,2.654790878295898438e-02,2.620339393615722656e-01
1.000000000000000000e+01,1.137256622314453125e-04,8.941411972045898438e-03,2.343869209289550781e-02,3.238010406494140625e-02,2.626471519470214844e-01
1.000000000000000000e+01,8.296966552734375000e-05,1.101374626159667969e-02,3.551363945007324219e-02,4.652738571166992188e-02,2.566611766815185547e-01
1.000000000000000000e+01,7.486343383789062500e-05,2.225255966186523438e-02,1.647520065307617188e-02,3.872776031494140625e-02,2.444813251495361328e-01
1.000000000000000000e+01,8.559226989746093750e-05,3.636837005615234375e-03,3.260135650634765625e-02,3.623819351196289062e-02,2.420651912689208984e-01
1.000000000000000000e+01,8.392333984375000000e-05,4.585027694702148438e-03,1.834750175476074219e-02,2.293252944946289062e-02,2.538666725158691406e-01
1.000000000000000000e+01,8.702278137207031250e-05,1.066184043884277344e-02,2.674794197082519531e-02,3.740978240966796875e-02,2.562730312347412109e-01
1.000000000000000000e+01,7.724761962890625000e-05,1.372790336608886719e-02,2.439188957214355469e-02,3.811979293823242188e-02,2.517342567443847656e-01
1.000000000000000000e+01,7.534027099609375000e-05,8.867502212524414062e-03,2.510118484497070312e-02,3.396868705749511719e-02,3.191955089569091797e-01
1.000000000000000000e+02,1.244544982910156250e-04,4.326105117797851562e-03,3.251838684082031250e-02,3.684449195861816406e-02,2.932777404785156250e-01
1.000000000000000000e+02,9.083747863769531250e-05,1.169633865356445312e-02,2.420067787170410156e-02,3.589701652526855469e-02,2.675065994262695312e-01
1.000000000000000000e+02,6.771087646484375000e-05,1.054000854492187500e-02,1.695179939270019531e-02,2.749180793762207031e-02,2.156741619110107422e-01
1.000000000000000000e+02,8.368492126464843750e-05,5.712747573852539062e-03,1.883935928344726562e-02,2.455210685729980469e-02,2.561097145080566406e-01
1.000000000000000000e+02,8.773803710937500000e-05,5.743503570556640625e-03,1.400637626647949219e-02,1.974987983703613281e-02,2.216982841491699219e-01
1.000000000000000000e+02,9.703636169433593750e-05,9.690761566162109375e-03,3.034973144531250000e-02,4.004049301147460938e-02,2.367780208587646484e-01
1.000000000000000000e+02,7.867813110351562500e-05,1.299786567687988281e-02,1.694250106811523438e-02,2.994036674499511719e-02,2.351868152618408203e-01
1.000000000000000000e+02,8.034706115722656250e-05,9.573698043823242188e-03,1.911282539367675781e-02,2.868652343750000000e-02,2.108592987060546875e-01
1.000000000000000000e+02,8.153915405273437500e-05,4.162073135375976562e-03,1.327347755432128906e-02,1.743555068969726562e-02,2.113406658172607422e-01
1.000000000000000000e+02,6.866455078125000000e-05,1.123785972595214844e-02,2.209019660949707031e-02,3.332805633544921875e-02,2.833313941955566406e-01
1.000000000000000000e+03,8.583068847656250000e-05,5.271434783935546875e-03,3.467440605163574219e-02,3.994584083557128906e-02,2.687904834747314453e-01
1.000000000000000000e+03,6.914138793945312500e-05,6.118774414062500000e-03,3.171944618225097656e-02,3.783822059631347656e-02,2.532982826232910156e-01
1.000000000000000000e+03,8.368492126464843750e-05,1.038098335266113281e-02,1.956605911254882812e-02,2.994704246520996094e-02,2.224144935607910156e-01
1.000000000000000000e+03,8.249282836914062500e-05,9.407997131347656250e-03,2.846121788024902344e-02,3.786921501159667969e-02,2.104220390319824219e-01
1.000000000000000000e+03,8.392333984375000000e-05,7.542610168457031250e-03,1.416921615600585938e-02,2.171182632446289062e-02,2.075433731079101562e-01
1.000000000000000000e+03,7.629394531250000000e-05,6.152868270874023438e-03,2.062249183654785156e-02,2.677536010742187500e-02,2.097327709197998047e-01
1.000000000000000000e+03,8.893013000488281250e-05,6.781816482543945312e-03,2.315616607666015625e-02,2.993798255920410156e-02,2.172915935516357422e-01
1.000000000000000000e+03,1.041889190673828125e-04,1.051259040832519531e-02,1.912999153137207031e-02,2.964258193969726562e-02,2.312412261962890625e-01
1.000000000000000000e+03,8.487701416015625000e-05,8.594512939453125000e-03,3.144979476928710938e-02,4.004430770874023438e-02,2.281968593597412109e-01
1.000000000000000000e+03,8.559226989746093750e-05,1.763415336608886719e-02,1.618814468383789062e-02,3.382229804992675781e-02,2.477729320526123047e-01
1.000000000000000000e+04,8.201599121093750000e-05,9.959220886230468750e-03,2.627134323120117188e-02,3.623056411743164062e-02,2.591631412506103516e-01
1.000000000000000000e+04,8.296966552734375000e-05,1.646256446838378906e-02,2.756905555725097656e-02,4.403162002563476562e-02,2.299544811248779297e-01
1.000000000000000000e+04,8.225440979003906250e-05,1.918959617614746094e-02,2.099251747131347656e-02,4.018211364746093750e-02,2.553994655609130859e-01
1.000000000000000000e+04,9.155273437500000000e-05,9.490251541137695312e-03,3.983855247497558594e-02,4.932880401611328125e-02,2.670657634735107422e-01
1.000000000000000000e+04,7.605552673339843750e-05,6.887912750244140625e-03,2.539253234863281250e-02,3.228044509887695312e-02,2.551467418670654297e-01
1.000000000000000000e+04,8.654594421386718750e-05,3.085851669311523438e-03,1.697087287902832031e-02,2.005672454833984375e-02,2.548201084136962891e-01
1.000000000000000000e+04,9.012222290039062500e-05,1.034855842590332031e-02,2.687120437622070312e-02,3.721976280212402344e-02,3.222374916076660156e-01
1.000000000000000000e+04,8.821487426757812500e-05,1.784729957580566406e-02,3.253841400146484375e-02,5.038571357727050781e-02,3.530731201171875000e-01
1.000000000000000000e+04,8.773803710937500000e-05,1.963710784912109375e-02,1.900696754455566406e-02,3.864407539367675781e-02,2.774560451507568359e-01
1.000000000000000000e+04,7.891654968261718750e-05,9.694576263427734375e-03,1.512384414672851562e-02,2.481842041015625000e-02,2.471134662628173828e-01
1.000000000000000000e+05,8.988380432128906250e-05,2.293419837951660156e-02,1.968026161193847656e-02,4.261445999145507812e-02,2.406189441680908203e-01
1.000000000000000000e+05,8.368492126464843750e-05,1.078987121582031250e-02,2.253270149230957031e-02,3.332257270812988281e-02,2.641499042510986328e-01
1.000000000000000000e+05,8.606910705566406250e-05,2.565741539001464844e-02,1.872038841247558594e-02,4.437780380249023438e-02,2.555165290832519531e-01
1.000000000000000000e+05,8.034706115722656250e-05,1.048469543457031250e-02,1.526188850402832031e-02,2.574658393859863281e-02,2.604596614837646484e-01
1.000000000000000000e+05,8.440017700195312500e-05,1.591277122497558594e-02,3.032374382019042969e-02,4.623651504516601562e-02,3.020002841949462891e-01
1.000000000000000000e+05,1.280307769775390625e-04,2.926349639892578125e-03,1.787447929382324219e-02,2.080082893371582031e-02,2.383449077606201172e-01
1.000000000000000000e+05,8.034706115722656250e-05,5.884647369384765625e-03,1.893973350524902344e-02,2.482438087463378906e-02,2.475364208221435547e-01
